BoroCT2020,ScoreBaseHighSchools,WeightForAggregation
3057500,90,"0,2"
3057600,0,"0,2"
3057800,0,"0,2"
3057901,90,"0,2"
3058000,15,"0,2"
3058200,60,"0,2"
3058400,60,"0,2"
3058600,0,"0,2"
3058800,60,"0,2"
3058901,90,"0,2"
3059000,0,"0,2"
3059100,90,"0,2"
3059200,0,"0,2"
3059300,90,"0,2"
3059402,0,"0,3"
3059403,0,"0,2"
3059404,0,"0,2"
3059600,0,"0,2"
3059800,0,"0,2"
3060000,0,"0,4"
3060600,60,"0,2"
3060800,60,"0,4"
3061002,60,"0,2"
3061003,60,"0,1"
3061004,60,"0,2"
3061200,60,"0,2"
3061600,60,"0,7"
3062000,60,"0,3"
3062200,0,"0,2"
3062600,0,"0,3"
3062800,15,"0,8"
3063200,15,"0,1"
3063600,15,"0,1"
3063800,15,"0,1"
3064000,15,"0,2"
3064200,90,"0,2"
3064400,90,"0,2"
3064600,90,"0,2"
3064800,90,"0,2"
3065000,100,"0,2"
3065200,90,"0,2"
3065400,15,"0,2"
3065600,15,"0,2"
3065800,15,"0,2"
3066000,15,"0,2"
3066200,90,"0,2"
3067000,90,"0,2"
3067200,90,"0,2"
3067400,90,"0,2"
3067600,90,"0,2"
3067800,90,"0,2"
3068000,90,"0,2"
3068200,90,"0,2"
3068600,90,"0,1"
3068800,90,"0,2"
3069000,90,"0,2"
3069200,90,"0,2"
3069601,90,"0,4"
3069602,90,"0,7"
3069800,90,"0,5"
3070000,90,"0,2"
3070201,90,1
3070601,90,"0,4"
3072000,90,"0,2"
3072200,90,"0,3"
3072400,90,"0,2"
3072600,100,"0,3"
3072800,90,"0,2"
3073000,100,"0,2"
3073200,100,"0,2"
3073400,100,"0,2"
3073600,100,"0,2"
3073800,90,"0,2"
3074000,90,"0,2"
3074200,90,"0,2"
3074400,90,"0,2"
3074600,90,"0,2"
3074800,90,"0,2"
3075000,90,"0,2"
3075200,90,"0,2"
3075400,90,"0,2"
3075600,90,"0,2"
3075800,100,"0,2"
3076000,0,"0,2"
3076200,0,"0,2"
3076400,100,"0,2"
3076600,90,"0,1"
3076800,100,"0,3"
3077000,90,"0,2"
3077200,90,"0,4"
3077400,90,"0,1"
3077600,100,"0,2"
3078000,100,"0,2"
3078200,100,"0,2"
3078400,100,"0,2"
3078601,0,"0,1"
3078602,90,"0,1"
3078801,90,"0,1"
3078802,90,"0,1"
3079001,90,"0,1"
3079002,90,"0,1"
3079201,90,"0,1"
3079202,90,"0,1"
3079400,90,"0,2"
3079601,90,"0,1"
3079602,90,"0,1"
3079801,90,"0,1"
3079802,90,"0,1"
3080000,90,"0,2"
3080200,90,"0,2"
3080400,90,"0,2"
3080600,90,"0,2"
3080800,90,"0,3"
3081000,90,"0,2"
3081400,90,"0,2"
3081600,90,"0,2"
3081800,90,"0,2"
3082000,90,"0,1"
3082200,90,"0,2"
3082400,90,"0,2"
3082600,90,"0,2"
3082800,90,"0,2"
3083000,90,"0,2"
3083200,90,"0,1"
3083400,90,"0,1"
3083600,90,"0,2"
3083800,90,"0,2"
3084000,90,"0,2"
3084600,90,"0,2"
3084800,90,"0,1"
3085000,90,"0,1"
3085400,90,"0,1"
3085600,90,"0,2"
3085800,90,"0,1"
3086000,90,"0,2"
3086200,90,"0,1"
3086400,90,"0,2"
3086600,90,"0,2"
3086800,90,"0,2"
3087000,90,"0,2"
3087200,90,"0,1"
3087401,90,"0,1"
3087600,90,"0,1"
3087800,90,"0,2"
3088001,90,"0,1"
3088002,90,"0,1"
3088200,90,"0,2"
3088400,90,"0,2"
3088600,90,"0,2"
3088800,90,"0,2"
3089000,90,"0,2"
3089200,90,"0,2"
3089400,90,"0,2"
3089600,90,"0,1"
3089800,90,"0,2"
3090000,90,"0,2"
3090200,100,"0,2"
3090600,100,"0,2"
3090800,100,"0,3"
3091000,100,"0,2"
3091200,100,"0,2"
3091600,90,"0,2"
3091800,90,"0,2"
3092000,90,"0,2"
3092200,90,"0,2"
3092400,100,"0,3"
3092800,90,"0,2"
3093000,90,"0,2"
3093200,90,"0,3"
3093400,90,"0,2"
3093600,90,"0,2"
3093800,90,"0,1"
3094401,90,"0,4"
3094402,90,"0,1"
3094600,90,"0,3"
3095000,90,"0,2"
3095400,90,"0,2"
3095600,90,"0,2"
3095800,90,"0,2"
3096000,90,"0,4"
3096200,90,"0,2"
3096400,90,"0,2"
3096600,90,"0,2"
3096800,90,"0,1"
3097000,90,"0,2"
3097400,90,"0,3"
3098200,100,"0,3"
3098400,90,"0,1"
3098600,90,"0,2"
3098800,90,"0,2"
3099000,90,"0,2"
3099200,90,"0,1"
3099400,90,"0,2"
3099600,90,"0,2"
3099800,90,"0,4"
3100400,90,"0,1"
3100600,90,"0,2"
3100800,90,"0,1"
3101000,90,"0,2"
3101200,90,"0,2"
3101400,90,"0,2"
3101600,90,"0,1"
3101800,90,"0,2"
3102000,90,"0,2"
3102200,90,"0,2"
3102400,90,"0,1"
3102600,90,"0,1"
3102801,90,"0,2"
3103401,90,"0,2"
3105801,100,"0,4"
3105804,100,"0,7"
3107001,100,"1,2"
3107800,100,"0,5"
3109800,100,"0,9"
3110400,100,"0,7"
3110600,90,"0,2"
3111000,90,"0,1"
3111600,100,"0,5"
3111800,90,"0,2"
3112000,100,"0,2"
3112200,90,"0,2"
3112400,90,"0,2"
3112600,90,"0,2"
3112800,90,"0,2"
3113000,100,"0,2"
3113200,100,"0,2"
3113400,90,"0,2"
3114201,100,"0,3"
3114202,90,"0,1"
3114400,100,"0,4"
3114600,90,"0,2"
3115000,100,"0,2"
3115200,100,"0,2"
3115600,90,"0,2"
3115800,90,"0,2"
3116000,100,"0,2"
3116200,100,"0,1"
3116400,100,"0,2"
3116600,90,"0,2"
3116800,90,"0,1"
3117000,90,"0,2"
3117201,90,"0,1"
3117202,90,"0,2"
3117400,90,"0,2"
3117601,90,"0,2"
3117602,90,"0,1"
3117800,90,"0,1"
3118201,90,"0,1"
3118202,90,"0,1"
3118400,90,"0,2"
3118600,90,"0,1"
3118800,90,"0,2"
3119000,90,"0,1"
3119200,90,"0,2"
3119400,90,"0,2"
3119600,90,"0,3"
3119800,100,"0,3"
3120000,90,"0,2"
3120200,90,"0,2"
3120801,90,"0,2"
3120802,90,"0,1"
3120803,90,"0,2"
3121000,90,"0,2"
3121400,90,"0,2"
3122000,90,"1,1"
3123700,90,"0,3"
3150200,90,"0,3"
3152200,90,"0,4"
4000101,66,"0,3"
4000102,66,"0,1"
4000103,66,"0,2"
4000104,66,"0,6"
4000200,90,"0,2"
4000400,90,"0,2"
4000600,30,"0,2"
4000701,66,"0,2"
4000702,66,"0,3"
4000800,30,"0,2"
4001000,30,"0,2"
4001200,90,"0,2"
4001400,90,"0,2"
4001600,30,"0,2"
4001800,30,"0,2"
4001901,66,"0,2"
4001902,66,"0,2"
4001903,66,"0,5"
4002000,30,"0,1"
4002200,90,"0,1"
4002400,100,"0,1"
4002500,66,"0,2"
4002600,90,"0,1"
4002800,18,"0,2"
4003000,18,"0,1"
4003100,66,"0,2"
4003200,30,"0,2"
4003301,66,"0,2"
4003302,66,"0,3"
4003400,90,"0,2"
4003600,30,"0,2"
4003700,66,"0,4"
4003800,30,"0,2"
4003900,66,"0,1"
4004001,30,"0,2"
4004002,30,"0,1"
4004200,30,"0,2"
4004300,66,"0,2"
4004401,90,"0,3"
4004500,66,"0,2"
4004700,66,"0,2"
4005100,66,"0,1"
4005200,30,"0,1"
4005300,66,"0,2"
4005400,30,"0,4"
4005500,66,"0,2"
4005700,66,"0,2"
4005800,30,"0,6"
4005900,66,"0,2"
4006100,66,"0,2"
4006201,30,"0,4"
4006202,90,"1,2"
4006300,66,"0,2"
4006501,66,"0,1"
4006502,66,"0,2"
4006900,66,"0,2"
4007100,66,"0,2"
4007300,66,"0,1"
4007500,66,"0,1"
4007700,66,"0,1"
4007900,66,"0,2"
4008100,66,"0,1"
4008300,66,"0,2"
4008500,66,"0,3"
4008600,30,"0,3"
4008700,66,"0,3"
4008800,30,"0,5"
4009100,66,"0,2"
4009400,30,"0,2"
4009500,66,"0,2"
4009600,18,"0,2"
4009700,66,"0,2"
4009800,18,"0,1"
4010000,18,"0,2"
4010100,66,"0,2"
4010200,18,"0,2"
4010300,66,"0,3"
4010400,18,"0,2"
4010500,66,"0,2"
4010600,18,"0,2"
4010701,66,"1,6"
4010800,18,"0,2"
4011000,18,"0,2"
4011100,66,"0,2"
4011200,30,"0,2"
4011300,66,"0,2"
4011400,18,"0,1"
4011500,66,"0,2"
4011600,18,"0,1"
4011700,66,"0,2"
4011800,18,"0,2"
4011900,10,"0,1"
4012000,18,"0,1"
4012100,10,"0,1"
4012200,18,"0,2"
4012301,66,"0,6"
4012400,18,"0,2"
4012500,66,"0,2"
4012601,18,"0,2"
4012602,18,"0,1"
4012800,90,"0,2"
4013000,90,"0,2"
4013200,18,"0,2"
4013400,90,"0,2"
4013500,10,"0,1"
4013600,54,"0,2"
4013700,10,"0,2"
4013800,54,"0,2"
4014000,54,"0,2"
4014100,10,"0,2"
4014201,54,"0,2"
4014202,54,"0,6"
4014300,10,"0,1"
4014400,18,"0,2"
4014500,10,"0,1"
4014700,10,"0,1"
4014800,54,"0,2"
4014900,10,"0,1"
4015000,54,"0,1"
4015100,10,"0,1"
4015200,54,"0,2"
4015300,10,"0,1"
4015400,54,"0,2"
4015500,10,"0,1"
4015600,54,"0,2"
4015700,66,"0,1"
4015801,90,"0,3"
4015802,18,"0,3"
4015900,66,"0,2"
4016100,10,"0,1"
4016300,10,"0,2"
4016400,90,"0,2"
4016600,18,"0,2"
4016800,18,"0,2"
4016900,10,"0,2"
4017000,90,"0,2"
4017200,90,"0,2"
4017400,90,"0,2"
4017600,90,"0,2"
4017800,90,"0,2"
4017901,66,"0,1"
4017902,66,"0,4"
4018000,90,"0,1"
4018101,66,"0,1"
4018102,66,"0,1"
4018200,90,"0,3"
4018300,66,"0,2"
4018401,90,"0,2"
4018402,90,"0,2"
4018501,66,"0,1"
4018502,66,"0,1"
4018600,90,"0,2"
4018700,66,"0,2"
4018800,90,"0,2"
4018900,66,"0,2"
4019000,90,"0,2"
4019200,90,"0,2"
4019400,90,"0,3"
4019600,90,"0,2"
4019800,90,"0,2"
4019901,66,"0,3"
4019902,66,"0,6"
4020200,90,"0,2"
4020400,90,"0,3"
4020500,10,"0,6"
4020600,90,"0,1"
4020800,90,"0,5"
4021200,54,"0,2"
4021400,54,"0,4"
4021601,54,"0,2"
4021602,54,"0,1"
4021900,0,"1,3"
4022001,54,"0,4"
4022002,54,"0,3"
4023000,54,"0,2"
4023200,54,"0,3"
4023501,10,"0,1"
4023502,10,"0,1"
4023600,54,"0,2"
4023800,54,"0,2"
4024000,54,"0,3"
4024300,30,"0,6"
4024500,10,"0,3"
4024600,100,"0,3"
4024700,10,"0,1"
4024900,10,"0,2"
4025100,10,"0,2"
4025301,10,"0,1"
4025302,10,"0,1"
4025401,90,"0,3"
4025402,100,"0,4"
4025500,10,"0,2"
4025700,10,"0,2"
4025800,90,"0,2"
4025900,10,"0,2"
4026000,90,"0,2"
4026100,10,"0,2"
4026200,90,"0,1"
4026300,10,"0,2"
4026400,90,"0,3"
4026501,30,"0,1"
4026502,30,"0,1"
4026600,90,"0,2"
4026700,30,"0,2"
4026901,30,"0,1"
4026902,30,"0,1"
4027000,90,"0,2"
4027101,30,"0,1"
4027102,30,0
4027200,90,"0,2"
4027301,30,"0,1"
4027302,30,"0,1"
4027400,90,"0,1"
4027500,30,"0,2"
4027600,90,"0,2"
4027701,30,"0,1"
4027702,30,"0,1"
4027800,90,"0,2"
4027900,30,"0,2"
4028000,90,"0,2"
4028100,30,"0,2"
4028200,90,"0,2"
4028300,30,"0,2"
4028400,90,"0,4"
4028500,30,"0,2"
4028700,30,"0,2"
4028801,90,"0,2"
4028802,90,"0,2"
4028803,90,"0,4"
4028900,10,"0,2"
4029100,10,"0,3"
4029300,10,"0,2"
4029400,90,"1,1"
4029500,10,"0,2"
4029700,10,"0,5"
4030600,90,"1,4"
4030903,30,"0,4"
4030904,30,"0,4"
4030905,10,"0,2"
4030906,10,"0,2"
4031700,10,"0,8"
4032000,90,"1,1"
4032700,30,"0,2"
4032800,90,"0,4"
4032900,30,"0,4"
4033000,90,"0,8"
4033401,90,"0,6"
4033403,90,"0,3"
4033404,90,"0,2"
4033405,90,"0,3"
4033700,30,"0,2"
4033900,30,"0,2"
4034700,30,"0,4"
4035100,30,"0,1"
4035200,90,"0,6"
4035300,30,"0,2"
4035700,32,"0,6"
4035800,90,"0,5"
4036100,38,"0,2"
4036300,38,"0,1"
4036500,38,"0,2"
4036600,90,"0,4"
4036700,32,"0,2"
4036800,90,"0,2"
4037100,32,"0,2"
4037300,38,"0,2"
4037501,80,"0,1"
4037502,30,"0,1"
4037600,90,"0,8"
4037700,38,"0,1"
4037900,38,"0,2"
4038100,32,"0,3"
4038301,32,"0,6"
4038400,90,"0,3"
4039400,90,"0,3"
4039800,90,"0,2"
4039901,32,"0,1"
4039902,32,"0,1"
4040000,90,"0,2"
4040101,32,"0,1"
4040102,32,"0,1"
4040200,90,"0,2"
4040301,80,"0,1"
4040302,38,"0,1"
4040400,90,"0,5"
4040501,80,"0,1"
4040502,80,"0,1"
4040701,80,"0,1"
4040702,30,"0,1"
4040901,80,"0,1"
4040902,80,"0,1"
4041100,80,"0,1"
4041300,80,"0,2"
4041400,100,"0,5"
4041500,80,"0,2"
4042400,100,"0,5"
4042600,90,"0,5"
4042700,80,"0,2"
4043200,90,"0,2"
4043400,90,"0,2"
4043701,80,"0,1"
4043702,80,"0,2"
4043900,80,"0,2"
4044000,100,"0,4"
4044301,80,"0,1"
4044302,80,"0,3"
4044400,100,"0,9"
4044601,90,"0,2"
4044602,90,"0,2"
4044800,90,"0,2"
4045000,90,"0,2"
4045200,90,"0,2"
4045400,90,"0,2"
4045500,80,"0,1"
4045600,90,"0,2"
4045700,80,"0,2"
4045800,90,"0,2"
4045900,80,"0,1"
4046000,90,"0,2"
4046100,80,"0,1"
4046200,90,"0,2"
4046300,80,"0,2"
4046400,90,"0,2"
4046500,80,"0,1"
4046600,90,"0,2"
4046700,30,"0,1"
4046800,90,"0,2"
4046901,30,"0,1"
4046902,30,"0,1"
4047000,90,"0,2"
4047100,30,"0,2"
4047200,100,"0,5"
4047300,30,"0,2"
4047500,30,"0,3"
4047600,100,"0,5"
4047801,90,"0,5"
4047802,90,"0,1"
4047900,30,"0,4"
4048000,100,"0,2"
4048100,30,"0,1"
4048200,90,"0,2"
4048301,30,"0,1"
4048302,30,"0,1"
4048400,90,"0,4"
4048500,30,"0,3"
4048900,30,"0,4"
4049201,100,"0,3"
4049202,90,"0,2"
4049301,30,"0,2"
4049302,30,"0,3"
4049500,30,"0,1"
4049600,90,"0,3"
4049700,30,"0,2"
4049900,30,"0,5"
4050000,100,"0,3"
4050201,90,"0,2"
4050202,90,"0,2"
4050400,90,"0,2"
4050500,66,"0,1"
4050600,90,"0,2"
4050700,30,"0,4"
4050800,90,"0,2"
4051000,90,"0,2"
4051100,0,"0,3"
4051200,90,"0,4"
4051300,30,"0,2"
4051500,0,"0,2"
4051600,90,"0,2"
4051700,0,"0,3"
4051800,90,"0,2"
4052000,90,"0,2"
4052100,0,"0,2"
4052200,90,"0,2"
4052400,90,"0,2"
4052500,0,"0,2"
4052600,90,"0,2"
4052800,90,"0,2"
4053000,90,"0,2"
4053100,0,"0,4"
4053200,90,"0,2"
4053401,90,"0,3"
4053501,0,"0,2"
4053601,90,"0,2"
4053800,90,"0,2"
4053901,90,"0,4"
4053902,0,"0,2"
4054000,90,"0,5"
4054200,90,"0,5"
4054500,0,"0,1"
4054700,90,"0,1"
4054800,90,"0,2"
4054900,90,"0,2"
4055100,90,"0,2"
4055200,100,"0,4"
4055300,90,"0,1"
4055400,30,"0,2"
4055500,90,"0,2"
4055600,90,"0,2"
4055700,30,"0,2"
4055800,90,"0,2"
4055900,30,"0,2"
4056000,30,"0,2"
4056200,90,"0,2"
4056400,90,"0,2"
4056500,30,"0,1"
4056600,90,"0,2"
4056700,30,"0,3"
4056800,90,"0,8"
4057700,30,"0,2"
4057900,30,"0,1"
4058000,90,"0,5"
4058100,30,"0,1"
4058200,90,"0,6"
4058300,30,"0,1"
4058500,30,"0,2"
4058700,30,"0,1"
4058900,30,"0,2"
4059000,90,"0,2"
4059100,0,"0,2"
4059200,90,"0,2"
4059300,0,"0,3"
4059400,90,"0,2"
4059501,0,"0,2"
4059502,0,"0,2"
4059600,90,"0,2"
4059800,90,"0,2"
4059900,0,"0,1"
4060000,90,"0,2"
4060100,0,"0,2"
4060300,0,"0,2"
4060600,90,"0,2"
4060800,90,"0,2"
4061000,90,"0,2"
4061200,90,"0,3"
4061301,30,"0,7"
4061400,90,"0,3"
4061601,90,"0,4"
4061602,90,"0,4"
4061800,90,"0,2"
4061900,90,"0,2"
4062000,90,"0,2"
4062100,90,"0,3"
4062200,90,"0,4"
4062300,90,"0,2"
4062500,30,"0,2"
4062600,90,"0,4"
4062700,30,"0,2"
4062900,30,"0,2"
4063000,90,"0,2"
4063200,90,"0,3"
4063301,90,"0,1"
4063302,90,"0,1"
4063500,90,"0,2"
4063700,100,"0,7"
4063800,90,"0,7"
4063900,100,"0,2"
4064101,100,"0,1"
4064500,100,"0,3"
4064600,90,"0,4"
4065000,90,"0,4"
4065401,90,"0,4"
4065402,90,"0,3"
4065600,90,"0,6"
4065702,90,"0,1"
4065703,100,"0,3"
4065900,90,"0,2"
4066000,90,"0,4"
4066100,66,"0,1"
4066301,66,"0,3"
4066302,30,"0,2"
4066401,90,"1,1"
4066402,90,"0,4"
4066403,90,"0,4"
4066501,30,"0,3"
4066701,0,"0,3"
4066900,30,"0,2"
4067100,30,"0,2"
4067700,66,"0,2"
4067900,66,"0,3"
4068000,90,"0,8"
4068200,90,"0,2"
4068300,80,"0,2"
4068700,66,"0,3"
4069000,90,"0,3"
4069300,60,"0,1"
4069400,90,"0,5"
4069500,66,"0,2"
4069701,60,"0,1"
4069702,60,"0,4"
4070300,100,"0,2"
4070700,90,"0,2"
4070900,90,"0,2"
4071100,90,"0,4"
4071303,60,"0,1"
4071304,60,"0,2"
4071305,70,"0,1"
4071306,60,"0,2"
4071701,60,"0,2"
4071702,90,"0,2"
4071900,90,"0,2"
4072100,60,"0,2"
4072300,90,"0,5"
4072900,90,"0,2"
4073100,90,"0,2"
4073700,90,"0,2"
4073900,70,"0,2"
4074100,60,"0,2"
4074300,60,"0,2"
4074500,90,"0,2"
4074700,90,"0,3"
4074900,90,"0,4"
4075701,54,"0,2"
4075702,90,"0,4"
4076901,90,"0,2"
4076902,90,"0,1"
4077300,100,"0,3"
4077500,54,"0,2"
4077902,80,"0,6"
4077903,54,"0,3"
4077904,90,"0,4"
4077905,90,"0,3"
4077906,100,"0,3"
4077907,90,"0,2"
4077908,90,"0,2"
4078800,90,"0,2"
4079000,90,"0,3"
4079200,18,"0,4"
4079701,80,"0,1"
4079702,80,"0,3"
4079900,80,"0,3"
4080301,80,"0,3"
4080302,100,"0,4"
4080900,100,1
4081400,90,"0,4"
4081800,18,"0,4"
4083700,100,"0,8"
4083800,18,"0,5"
4084000,18,"0,6"
4084500,100,"0,2"
4084601,18,"0,3"
4084602,18,"0,7"
4084901,80,"0,2"
4084902,80,"0,1"
4085300,80,"0,2"
4085500,80,"0,1"
4085700,80,"0,1"
4085900,100,"0,1"
4086100,100,"0,1"
4086300,80,"0,1"
4086400,18,"1,1"
4086500,32,"0,2"
4086900,32,"0,6"
4087100,80,"0,4"
4088400,30,"1,5"
4088902,32,"0,3"
4088903,32,"0,4"
4089201,18,"1,8"
4090700,32,2
4091603,90,"1,9"
4091900,32,"0,5"
4092200,90,"0,6"
4092500,32,"0,3"
4092800,90,"0,8"
4092900,32,1
4093401,90,"0,5"
4093402,90,"0,4"
4093800,90,"0,8"
4093900,32,"0,7"
4094201,90,"0,3"
4094202,90,"0,7"
4094203,90,"0,5"
4094500,90,"1,5"
4094700,32,"0,3"
4095400,90,"0,8"
4096400,90,"0,9"
4097202,100,"0,6"
4097204,100,"0,4"
4097205,100,"0,2"
4097206,90,"0,3"
4097300,90,"0,5"
4098100,90,"0,6"
4098700,90,"0,7"
4099100,90,"1,1"
4099200,90,"0,6"
4099701,90,1
4099703,90,"0,6"
4099704,90,"0,7"
4099705,90,"0,4"
4099801,90,"0,5"
4099802,90,"0,4"
4100801,90,"0,6"
4100803,90,"0,3"
4100804,90,"0,7"
4101002,90,"0,5"
4101003,90,"0,2"
4101004,90,"0,6"
4101700,100,1
4102900,100,"0,5"
4103201,90,"0,4"
4103202,90,"0,7"
4103300,100,"0,6"
4103900,90,"0,9"
4104700,32,"0,8"
4105900,100,"0,7"
4107201,90,"1,4"
4108500,100,"0,4"
4109300,90,"1,1"
4109700,90,"0,4"
4109900,90,"0,4"
4111300,100,"0,7"
4112300,90,"0,3"
4112900,100,"0,4"
4113300,100,"0,3"
4113900,100,"0,4"
4114100,100,"0,4"
4114700,90,"0,3"
4115100,90,"0,3"
4115500,90,"0,2"
4115700,32,"0,3"
4115900,32,"0,3"
4116100,32,"0,2"
4116301,32,"0,1"
4116302,32,"0,1"
4116700,90,"0,2"
4117100,90,"0,4"
4117500,90,"0,6"
4118100,90,"0,2"
4118500,90,"0,2"
4118700,90,"0,2"
4118900,90,"0,2"
4119100,90,"0,2"
4119300,90,"0,2"
4119500,90,"0,2"
4119900,90,"0,2"
4120100,100,"0,2"
4120300,100,"0,2"
4120500,100,"0,2"
4120701,90,"0,4"
4120702,90,"0,3"
4121500,100,"0,6"
4122300,100,"0,5"
4122702,100,"0,4"
4122703,100,"0,4"
4122704,90,"0,3"
4124100,90,"0,5"
4124700,100,"0,5"
4125700,90,"0,3"
4126500,90,"0,2"
4126700,90,"0,8"
4127700,90,"1,1"
4129102,30,1
4129103,90,"0,5"
4129104,90,"0,7"
4130100,30,"0,7"
4133300,100,"0,7"
4133900,90,"0,2"
4134100,100,"0,6"
4134701,100,"0,5"
4134702,100,"0,6"
4136700,100,"0,8"
4137700,90,"0,8"
4138501,100,1
4139900,90,"0,4"
4140300,100,"0,4"
4140901,90,"0,2"
4140902,90,"0,5"
4141700,90,"0,9"
4142900,90,"0,5"
4143500,100,"0,4"
4144100,100,"0,3"
4144700,100,"0,4"
4145101,90,"0,3"
4145102,90,"0,3"
4145900,90,"0,4"
4146300,100,"0,3"
4146700,100,"0,4"
4147100,100,"0,4"
4147900,90,"0,9"
4148300,90,"1,3"
4150701,90,"0,9"
4150702,90,"0,8"
4152901,90,"1,4"
4152902,90,1
4155101,30,"0,5"
4155103,30,"0,7"
4155104,30,"0,7"
4156700,90,"1,5"
4157101,30,"1,2"
4157102,30,"0,3"
4157901,30,"0,9"
4157902,30,"0,7"
4157903,30,"0,7"
4161700,30,"0,7"
4162100,30,"0,7"
5000300,90,"0,4"
5000600,90,"0,7"
5000700,90,"0,5"
5000800,90,"0,8"
5000900,90,"0,2"
5001100,90,"0,3"
5001700,90,"0,3"
5001800,90,"0,9"
5002001,90,"0,5"
5002002,90,"0,8"
5002100,100,"0,9"
5002700,100,"0,3"
5002900,100,"0,5"
5003300,90,"0,9"
5003600,100,"0,4"
5003900,90,"0,6"
5004001,100,"0,3"
5004002,100,"0,3"
5004003,100,"0,2"
5004004,100,"0,4"
5004700,100,"0,9"
5005000,100,"0,8"
5005901,90,"0,9"
5005902,90,"0,4"
5006400,100,"0,7"
5006700,90,1
5007001,100,"0,5"
5007002,100,"2,2"
5007400,90,"0,5"
5007500,90,"0,5"
5007700,90,"0,2"
5008100,90,"0,8"
5009601,100,"0,8"
5009602,100,"0,6"
5009701,100,"0,7"
5010500,100,"0,8"
5011201,90,"1,6"
5011203,90,1
5011401,90,"0,5"
5011402,90,"0,6"
5012100,100,"0,7"
5012200,100,"0,8"
5012500,100,"0,5"
5012804,90,"0,9"
5012805,90,1
5012806,90,"1,3"
5013201,90,"0,5"
5013203,100,1
5013204,100,1
5013301,90,"0,1"
5013302,100,"0,9"
5013400,90,"0,9"
5013800,100,"1,4"
5014100,100,"0,3"
5014604,100,"1,1"
5014605,100,"0,9"
5014606,100,"1,8"
5014607,90,"0,7"
5014608,90,"0,4"
5014700,100,"1,7"
5015100,100,1
5015601,90,"1,4"
5015602,20,"0,9"
5015603,90,"0,9"
5016901,100,"0,8"
5017005,20,"1,4"
5017007,20,"1,5"
5017009,20,"1,2"
5017011,20,"0,7"
5017012,20,"0,9"
5017013,20,"0,6"
5017014,20,"0,6"
5017015,20,"0,5"
5017016,20,"0,7"
5017300,90,"0,3"
5017600,20,"3,3"
5017701,100,"2,9"
5017702,100,"0,6"
5018100,100,"5,2"
5018701,100,"0,4"
5018703,90,"0,5"
5018704,90,"0,5"
5018901,100,"1,1"
5018902,90,"0,8"
5019700,100,"0,3"
5019800,20,"5,7"
5020100,100,"0,6"
5020701,90,"0,4"
5020702,100,"0,5"
5020803,20,"2,1"
5020804,20,"1,3"
5020805,20,"1,1"
5020806,20,"1,5"
5021300,100,"0,8"
5022300,90,"0,7"
5022601,20,"1,7"
5022602,20,"6,3"
5023100,90,"0,6"
5023900,90,"0,5"
5024401,20,"2,1"
5024402,20,"1,8"
5024700,90,"0,5"
5024800,20,"1,6"
5025100,90,"1,2"
5027301,100,3
5027302,90,1
5027702,100,"1,5"
5027704,100,"0,5"
5027705,100,"0,5"
5027706,90,"0,4"
5027900,100,"5,4"
5029102,90,"9,9"
5029104,100,"1,5"
5029105,90,"1,6"
5029106,90,"0,4"
5030301,90,"0,7"
5030302,90,"0,9"
5031901,90,"0,4"
5031902,90,"0,7"
5032300,90,"3,9"
